Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Aleksandra Olson;Wanita;Kos;Belum;NA;2009;Jakarta;UKM_4;Tidak;5,5;FIKOM
Aleksandra Stewart;Wanita;Kos;Belum;Orang Tua;2009;Jakarta;UKM_4;Ya;6;FISIP
Aleksandra Tennant;Pria;Kos;Belum;Orang Tua;2008;Serang;UKM_2;Tidak;4,5;DKV
Aleksandra Thornton;Pria;Orang Tua;Bekerja;NA;2007;Serang;UKM_3;Tidak;7;DKV
Aleksandra Tutton;Pria;NA;Belum;Beasiswa;2008;Serang;UKM_4;Ya;4,5;FIKOM
Aleksandra Vinton;Pria;Kos;Bekerja;Beasiswa;2008;Bekasi;UKM_1;Ya;5;DKV
Alessandra Cattell;Wanita;Kos;Belum;NA;2009;Tangerang;Tidak;Ya;3,5;DKV
Alessandra Edwards;Pria;Kos;Belum;Orang Tua;2008;Bogor;UKM_2;Tidak;4;FISIP
Alessandra Hastings;Wanita;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_3;Tidak;4,5;FT
Alessandra Holmes;Pria;NA;Belum;Beasiswa;2007;Jakarta;UKM_3;Ya;5;FIKOM
Alessandra Logan;Pria;NA;Belum;NA;2007;Jakarta;UKM_2;Ya;7;FIKOM
Alessandra Ogilvy;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;Tidak;Tidak;5;DKV
Alessandra Power;Wanita;Kos;Bekerja;Orang Tua;2007;Serang;UKM_2;Ya;6,5;FIKOM
Alessandra Ralph;Pria;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_4;Tidak;5;DKV
Alessandra Rogers;Pria;Kos;Bekerja;NA;2007;Tangerang;UKM_1;Ya;6;FTI
Alessandra Wellington;Pria;NA;Belum;Beasiswa;2008;Tangerang;UKM_3;Tidak;7;DKV
Alessandra Wills;Pria;Orang Tua;Belum;NA;2007;Jakarta;UKM_3;Tidak;5,5;DKV
Alessia Abbot;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;UKM_4;Tidak;4;FIKOM
Alessia Brown;Pria;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_1;Ya;6;FIKOM
Alessia Burge;Pria;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Tidak;6;FIKOM
Alessia Clayton;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Karawang;Tidak;Tidak;6,5;FT
Alessia Dobson;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;UKM_2;Ya;5;FTI
Alessia Doherty;Pria;Kos;Belum;NA;2008;Tangerang;Tidak;Tidak;6,5;DKV
Alessia Farmer;Pria;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_2;Tidak;7;FISIP
Alessia Hobbs;Wanita;NA;Bekerja;Orang Tua;2009;Karawang;Tidak;Tidak;6,5;DKV
Alessia Kennedy;Wanita;Orang Tua;Bekerja;NA;2008;Jakarta;UKM_2;Ya;3,5;FIKOM
Alessia Kent;Pria;Kos;Bekerja;Beasiswa;2007;Jakarta;Tidak;Tidak;7;FISIP
Alessia Olson;Wanita;Kos;Bekerja;Beasiswa;2007;Jakarta;UKM_2;Tidak;4;FIKOM
Alessia Palmer;Pria;NA;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Tidak;4;FISIP
Alessia Simpson;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_3;Ya;6;FIKOM
Alessia Wise;Wanita;NA;Bekerja;NA;2009;Jakarta;UKM_2;Tidak;5,5;FT
Alex Allen;Wanita;NA;Belum;Beasiswa;2007;Karawang;UKM_2;Ya;6,5;FISIP
Alex Ellis;Wanita;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_2;Ya;4;FTI
Alex Michael;Pria;NA;Belum;Orang Tua;2009;Karawang;UKM_4;Tidak;7;DKV
Alex Paterson;Wanita;NA;Belum;NA;2007;Bekasi;Tidak;Tidak;7;FTI
Alex Plumb;Pria;Kos;Bekerja;NA;2009;Bogor;UKM_2;Ya;6;FTI
Alex Robertson;Pria;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_3;Ya;4,5;FTI
Alex Rowe;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Ya;3,5;FIKOM
Alex Seymour;Pria;Orang Tua;Belum;NA;2009;Jakarta;UKM_4;Ya;5;FIKOM
Alex Uddin;Pria;NA;Belum;Orang Tua;2007;Serang;Tidak;Tidak;7;FIKOM
Alex Underhill;Pria;NA;Belum;NA;2008;Jakarta;UKM_1;Ya;6,5;FIKOM
Alex Warren;Wanita;Kos;Belum;NA;2007;Bogor;UKM_4;Tidak;7;FT
Alex Woods;Pria;NA;Bekerja;Orang Tua;2007;Bogor;UKM_3;Tidak;6,5;FISIP
Alex Wright;Pria;Kos;Belum;Beasiswa;2009;Serang;UKM_1;Ya;3,5;DKV
Alexa Atkinson;Pria;Orang Tua;Bekerja;Beasiswa;2008;Bogor;UKM_4;Tidak;3,5;FTI
Alexa Connor;Wanita;NA;Belum;NA;2009;Tangerang;UKM_3;Ya;5,5;FTI
Alexa Hale;Wanita;Kos;Belum;Beasiswa;2009;Karawang;UKM_2;Ya;7;FISIP
Alexa Hall;Wanita;NA;Bekerja;NA;2007;Karawang;UKM_4;Tidak;6,5;FT
Alexa Hardwick;Wanita;Kos;Belum;NA;2007;Tangerang;UKM_3;Ya;4;FT
Alexa Irving;Pria;Kos;Bekerja;NA;2009;Bekasi;UKM_4;Tidak;7;FTI
Alexa Jeffery;Wanita;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_1;Tidak;4;FIKOM
Alexa Kent;Wanita;Kos;Belum;NA;2007;Jakarta;UKM_4;Ya;7;FISIP
Alexa King;Wanita;Orang Tua;Bekerja;NA;2007;Bekasi;UKM_1;Tidak;5,5;FIKOM
Alexa Matthews;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_4;Tidak;4,5;FT
Alexa Morgan;Pria;NA;Belum;Orang Tua;2009;Bekasi;UKM_1;Tidak;7;FIKOM
Alexa Pitt;Pria;Kos;Bekerja;Beasiswa;2007;Tangerang;UKM_4;Ya;5;FT
Alexa Richards;Pria;NA;Bekerja;NA;2009;Tangerang;UKM_2;Ya;4,5;FTI
Alexa Rowlands;Pria;Kos;Bekerja;Orang Tua;2009;Serang;Tidak;Tidak;5,5;FISIP
Alexa Selby;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;Tidak;Ya;5,5;FT
Alexa Seymour;Wanita;NA;Bekerja;NA;2007;Karawang;Tidak;Tidak;5,5;DKV
Alexa Squire;Pria;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Ya;6;FTI
Alexa Terry;Pria;NA;Bekerja;Orang Tua;2008;Bekasi;Tidak;Ya;7;FT
Alexa Thatcher;Pria;Orang Tua;Belum;Orang Tua;2007;Bogor;UKM_4;Ya;4;FT
Alexa Walker;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Karawang;UKM_2;Ya;5;FTI
Alexa Whitehouse;Pria;NA;Bekerja;Beasiswa;2009;Tangerang;UKM_3;Ya;5;FTI
Alexander Allington;Wanita;Kos;Bekerja;NA;2008;Bekasi;Tidak;Ya;4,5;FT
Alexander Andersson;Pria;NA;Bekerja;Beasiswa;2008;Karawang;UKM_3;Ya;7;FIKOM
Alexander Andrews;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Serang;UKM_1;Ya;6,5;FIKOM
Alexander Archer;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_2;Tidak;3,5;DKV
Alexander Avery;Wanita;Kos;Bekerja;NA;2007;Tangerang;UKM_2;Tidak;4,5;FISIP
Alexander Bailey;Wanita;NA;Bekerja;Beasiswa;2008;Bogor;UKM_1;Ya;4,5;FTI
Alexander Bradley;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Serang;UKM_2;Ya;4;FISIP
Alexander Burge;Pria;Kos;Belum;Beasiswa;2007;Tangerang;UKM_3;Tidak;6,5;DKV
Alexander Callan;Pria;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_3;Ya;7;FIKOM
Alexander Cann;Pria;NA;Bekerja;NA;2007;Bekasi;UKM_2;Ya;4,5;DKV
Alexander Carter;Wanita;NA;Bekerja;Beasiswa;2008;Bogor;UKM_3;Ya;5;FT
Alexander Chapman;Pria;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Tidak;6;FT
Alexander Crawley;Pria;NA;Bekerja;NA;2009;Tangerang;UKM_3;Tidak;4,5;FT
Alexander Eagle;Wanita;NA;Bekerja;Orang Tua;2007;Bogor;UKM_3;Tidak;5,5;DKV
Alexander Giles;Pria;Kos;Bekerja;NA;2008;Jakarta;Tidak;Ya;4,5;FISIP
Alexander Graham;Pria;Kos;Belum;NA;2007;Karawang;UKM_2;Ya;7;FISIP
Alexander Harvey;Pria;Kos;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Tidak;4;FIKOM
Alexander Hastings;Wanita;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Tidak;6,5;DKV
Alexander Hunt;Pria;Kos;Belum;Beasiswa;2007;Bekasi;Tidak;Ya;6;DKV
Alexander Jordan;Pria;NA;Belum;Beasiswa;2009;Bogor;UKM_1;Ya;5;FT
Alexander Kaur;Wanita;Kos;Belum;NA;2009;Bekasi;UKM_3;Ya;6,5;FTI
Alexander Lakey;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_2;Ya;6,5;FISIP
Alexander Moreno;Wanita;NA;Belum;Beasiswa;2009;Jakarta;UKM_3;Ya;6;FISIP
Alexander Mould;Pria;NA;Bekerja;Beasiswa;2008;Karawang;UKM_4;Tidak;5,5;FIKOM
Alexander Murphy;Wanita;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_4;Tidak;4;FTI
Alexander Norburn;Pria;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;6;FIKOM
Alexander Nurton;Pria;Kos;Belum;Orang Tua;2009;Tangerang;UKM_2;Tidak;5,5;FT
Alexander Oakley;Pria;Kos;Bekerja;NA;2007;Bekasi;UKM_2;Tidak;6;FT
Alexander Oliver;Pria;Kos;Bekerja;NA;2009;Bekasi;UKM_1;Ya;5;DKV
Alexander Palmer;Wanita;NA;Bekerja;Beasiswa;2008;Bogor;UKM_3;Tidak;5;FISIP
Alexander Parker;Pria;NA;Bekerja;Orang Tua;2009;Karawang;UKM_1;Ya;4;FIKOM
Alexander Paterson;Pria;Kos;Bekerja;Orang Tua;2008;Karawang;UKM_3;Tidak;6;DKV
Alexander Phillips;Wanita;Kos;Belum;NA;2009;Bogor;UKM_4;Tidak;7;FT
Alexander Powell;Wanita;NA;Bekerja;NA;2009;Tangerang;UKM_2;Tidak;4,5;DKV
Alexander Rainford;Wanita;NA;Bekerja;Beasiswa;2008;Bogor;Tidak;Tidak;6,5;FISIP
Alexander Reynolds;Wanita;Kos;Bekerja;NA;2008;Bekasi;UKM_3;Ya;3,5;FIKOM
Alexander Rose;Wanita;Kos;Belum;NA;2008;Bekasi;UKM_3;Tidak;5,5;DKV
Alexander Shaw;Pria;Kos;Belum;NA;2007;Bekasi;UKM_4;Ya;6;FISIP
Alexander Simmons;Wanita;Orang Tua;Bekerja;NA;2009;Tangerang;UKM_4;Ya;5;FTI
Alexander Stanley;Pria;NA;Bekerja;Orang Tua;2009;Karawang;Tidak;Tidak;4;FIKOM
Alexander Stark;Pria;NA;Bekerja;Beasiswa;2007;Tangerang;Tidak;Ya;4,5;FTI
Alexander Thatcher;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;UKM_4;Tidak;7;DKV
Alexander Townend;Pria;NA;Belum;Beasiswa;2009;Tangerang;UKM_4;Ya;7;FIKOM
Alexander Ulyatt;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;5,5;FISIP
Alexander Watson;Wanita;Kos;Belum;Beasiswa;2007;Bogor;Tidak;Tidak;4,5;FTI
Alexander Watt;Pria;Orang Tua;Belum;Beasiswa;2009;Bekasi;Tidak;Tidak;3,5;FT
Alexander Widdows;Wanita;Kos;Bekerja;NA;2007;Jakarta;UKM_3;Tidak;5;FTI
Alexander Wright;Wanita;Kos;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;3,5;FISIP
Alexia Amstead;Wanita;NA;Bekerja;Orang Tua;2007;Serang;UKM_2;Tidak;3,5;FISIP
Alexia Bailey;Pria;NA;Belum;Beasiswa;2007;Jakarta;UKM_1;Ya;4,5;FTI
Alexia Cartwright;Pria;NA;Bekerja;Orang Tua;2007;Serang;Tidak;Ya;5,5;FISIP
Alexia Haines;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_2;Tidak;4,5;DKV
Alexia Hood;Wanita;NA;Belum;Beasiswa;2009;Bekasi;Tidak;Ya;6,5;FTI
Alexia Howard;Wanita;Kos;Bekerja;Orang Tua;2009;Jakarta;Tidak;Tidak;6;FTI
Alexia Hunter;Pria;NA;Belum;NA;2009;Karawang;UKM_1;Ya;6,5;FIKOM
Alexia Jackson;Wanita;Kos;Bekerja;Orang Tua;2009;Serang;Tidak;Tidak;6,5;FT
Alexia James;Wanita;Orang Tua;Belum;Beasiswa;2009;Bekasi;UKM_2;Ya;5;FT
Alexia Kirby;Wanita;Orang Tua;Belum;NA;2009;Jakarta;Tidak;Tidak;6;FTI
Alexia Needham;Pria;Kos;Belum;Orang Tua;2008;Karawang;UKM_3;Tidak;4,5;FT
Alexia Norburn;Wanita;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_1;Tidak;4,5;FTI
Alexia Phillips;Pria;NA;Belum;Beasiswa;2008;Karawang;UKM_2;Ya;3,5;FTI
Alexia Pond;Wanita;NA;Bekerja;Beasiswa;2007;Karawang;UKM_4;Ya;6,5;FTI
Alexia Pope;Wanita;Kos;Belum;Beasiswa;2008;Bogor;UKM_2;Ya;5;FISIP
Alexia Reynolds;Wanita;NA;Belum;Beasiswa;2009;Tangerang;UKM_2;Tidak;4,5;DKV
Alexia Richardson;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_2;Ya;5;FIKOM
Alexia Ripley;Pria;NA;Bekerja;NA;2008;Bekasi;Tidak;Ya;4;FISIP
Alexia Slater;Wanita;Kos;Belum;Beasiswa;2007;Serang;Tidak;Ya;5,5;FT
Alexia Walton;Wanita;NA;Bekerja;NA;2009;Bekasi;UKM_2;Tidak;4;DKV
Alexia White;Pria;NA;Belum;NA;2008;Bogor;UKM_1;Tidak;4;FISIP
Alice Darcy;Wanita;Orang Tua;Bekerja;NA;2009;Tangerang;UKM_1;Tidak;4;FT
Alice Emmott;Pria;NA;Belum;Beasiswa;2007;Bogor;UKM_2;Ya;6;FTI
Alice Giles;Pria;Orang Tua;Bekerja;Beasiswa;2007;Karawang;UKM_4;Ya;4;FISIP
Alice Newman;Pria;Orang Tua;Bekerja;Orang Tua;2009;Karawang;UKM_1;Tidak;3,5;DKV
Alice Norris;Wanita;Kos;Belum;Orang Tua;2008;Bekasi;UKM_3;Tidak;3,5;FISIP
Alice Sheldon;Wanita;Orang Tua;Bekerja;NA;2007;Tangerang;UKM_2;Tidak;4;FTI
Alice Swift;Pria;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_1;Ya;4;FISIP
Alison Addison;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;Tidak;Ya;7;FIKOM
Alison Atkinson;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_1;Ya;7;FIKOM
Alison Booth;Pria;NA;Bekerja;NA;2009;Serang;UKM_4;Ya;4,5;FIKOM
Alison Cassidy;Pria;Orang Tua;Belum;NA;2008;Serang;UKM_2;Ya;4;FT
Alison Dixon;Wanita;NA;Bekerja;Orang Tua;2008;Karawang;UKM_4;Tidak;4,5;FT
Alison Emmott;Wanita;Kos;Belum;Orang Tua;2008;Bogor;Tidak;Tidak;6,5;FISIP
Alison Fenton;Pria;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_3;Ya;5,5;FIKOM
Alison Harrison;Wanita;Orang Tua;Belum;Orang Tua;2007;Jakarta;UKM_4;Ya;6,5;FISIP
Alison Irving;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_4;Ya;5,5;DKV
Alison Mullins;Wanita;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_3;Ya;5;FT
Alison Reyes;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;UKM_3;Tidak;6,5;FISIP
Alison Styles;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_2;Ya;6;FT
Allison Allcott;Pria;Orang Tua;Bekerja;NA;2009;Tangerang;UKM_3;Tidak;6,5;DKV
Allison Ballard;Pria;Kos;Bekerja;Orang Tua;2008;Serang;UKM_4;Ya;7;FIKOM
Allison Flanders;Pria;NA;Belum;Beasiswa;2007;Bogor;Tidak;Tidak;5,5;FISIP
Allison Fox;Wanita;NA;Belum;NA;2007;Serang;UKM_4;Ya;6,5;FISIP
Allison Mcgregor;Pria;NA;Belum;Orang Tua;2007;Tangerang;UKM_4;Ya;4;DKV
Allison Miller;Wanita;Orang Tua;Belum;Orang Tua;2009;Jakarta;UKM_4;Tidak;6,5;FTI
Allison Niles;Pria;NA;Belum;Beasiswa;2008;Jakarta;UKM_1;Ya;4;FTI
Allison Rothwell;Wanita;Kos;Belum;NA;2009;Karawang;Tidak;Tidak;3,5;FT
Allison Whinter;Pria;Orang Tua;Belum;Beasiswa;2009;Tangerang;Tidak;Tidak;4,5;FT
Ally Allwood;Pria;NA;Belum;Orang Tua;2008;Bogor;UKM_3;Ya;5;FT
Ally Butler;Wanita;Orang Tua;Belum;Orang Tua;2007;Bogor;Tidak;Tidak;4;FTI
Ally Carter;Wanita;NA;Belum;Orang Tua;2009;Jakarta;UKM_2;Ya;4,5;FTI
Ally Clifton;Pria;NA;Belum;Beasiswa;2009;Karawang;UKM_3;Tidak;6,5;FT
Ally Eaton;Wanita;Orang Tua;Bekerja;NA;2009;Tangerang;Tidak;Ya;5,5;FISIP
Ally Flack;Pria;Kos;Bekerja;Beasiswa;2007;Jakarta;UKM_4;Ya;5,5;FISIP
Ally Flynn;Wanita;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;4,5;FTI
Ally Hale;Wanita;Kos;Bekerja;NA;2009;Karawang;UKM_1;Ya;3,5;FIKOM
Ally Huggins;Pria;Orang Tua;Bekerja;Beasiswa;2009;Bekasi;UKM_3;Ya;4,5;FTI
Ally Jefferson;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_2;Ya;7;DKV
Ally Raven;Wanita;NA;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;6,5;FISIP
Ally Thomas;Pria;Kos;Belum;Orang Tua;2009;Bogor;Tidak;Ya;4;DKV
Ally Thorpe;Pria;Kos;Bekerja;NA;2007;Bekasi;UKM_3;Tidak;4,5;FISIP
Ally Victor;Pria;NA;Belum;NA;2007;Karawang;UKM_4;Ya;4;DKV
Alma Bailey;Wanita;NA;Bekerja;Orang Tua;2008;Jakarta;UKM_4;Tidak;3,5;FTI
Alma Barrett;Pria;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Tidak;7;FT
Alma Bishop;Wanita;Orang Tua;Belum;Beasiswa;2009;Bekasi;Tidak;Ya;5;FT
Alma Chadwick;Pria;Kos;Bekerja;Orang Tua;2007;Karawang;Tidak;Tidak;3,5;FTI
Alma Chester;Wanita;NA;Belum;NA;2008;Serang;UKM_1;Ya;4;FTI
Alma Coll;Wanita;NA;Bekerja;NA;2008;Bekasi;UKM_1;Tidak;4,5;FIKOM
Alma Downing;Pria;NA;Belum;Orang Tua;2008;Bogor;UKM_1;Tidak;5;DKV
Alma Harrison;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_2;Tidak;7;FTI
Alma Kennedy;Pria;NA;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;3,5;FT
Alma Lindsay;Pria;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Tidak;6,5;DKV
Alma Murphy;Pria;Kos;Belum;Beasiswa;2009;Serang;UKM_3;Ya;3,5;FTI
Alma Niles;Pria;NA;Belum;Orang Tua;2007;Serang;Tidak;Ya;5;DKV
Alma Rowlands;Wanita;Orang Tua;Bekerja;NA;2008;Bogor;UKM_4;Tidak;7;FISIP
Alma Stevenson;Pria;Kos;Bekerja;Beasiswa;2007;Bekasi;Tidak;Ya;4;FIKOM
Alma Talbot;Pria;Orang Tua;Belum;Beasiswa;2007;Serang;UKM_2;Ya;5;FISIP
Alma Weasley;Wanita;NA;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Tidak;6;FTI
Amelia Donnelly;Pria;Orang Tua;Belum;Beasiswa;2008;Bogor;UKM_3;Ya;4,5;FT
Amelia Fox;Pria;Kos;Belum;NA;2007;Bogor;Tidak;Tidak;4;FISIP
Amelia Hilton;Wanita;Kos;Bekerja;NA;2008;Bekasi;UKM_2;Tidak;3,5;DKV
Amelia Lynch;Wanita;NA;Belum;NA;2007;Bekasi;UKM_3;Tidak;6,5;DKV
Amelia Morris;Pria;Kos;Belum;Orang Tua;2009;Karawang;UKM_1;Tidak;3,5;DKV
Amelia Osmond;Pria;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_4;Ya;7;FIKOM
Amelia Tailor;Wanita;NA;Bekerja;Orang Tua;2009;Bekasi;UKM_3;Ya;5;FT
Amelia Uddin;Wanita;Kos;Belum;Orang Tua;2008;Karawang;Tidak;Ya;4,5;FT
Amelia Wood;Pria;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_2;Ya;7;FISIP
Amelia Yoman;Wanita;Kos;Belum;Beasiswa;2008;Tangerang;Tidak;Tidak;4;FT
Amy Adams;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Tidak;6;FISIP
Amy Cattell;Pria;NA;Bekerja;Beasiswa;2007;Bekasi;UKM_3;Ya;4;FT
Amy Clarkson;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Ya;6,5;FIKOM
Amy Coleman;Wanita;Kos;Belum;NA;2009;Jakarta;Tidak;Ya;6;FT
Amy Edwards;Wanita;Orang Tua;Belum;NA;2009;Bekasi;Tidak;Tidak;7;FISIP
Amy Evans;Pria;NA;Belum;Orang Tua;2009;Karawang;UKM_2;Ya;4,5;FISIP
Amy Holt;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Serang;Tidak;Ya;6,5;FT
Amy Horton;Pria;NA;Bekerja;NA;2009;Serang;Tidak;Tidak;4,5;FISIP
Amy Lucas;Pria;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_3;Tidak;6;FIKOM
Amy Noach;Pria;NA;Bekerja;NA;2007;Serang;UKM_3;Ya;3,5;FT
Amy Russell;Wanita;Kos;Belum;Beasiswa;2008;Serang;UKM_1;Tidak;4,5;FIKOM
Amy Shaw;Pria;NA;Bekerja;NA;2009;Tangerang;UKM_1;Ya;5,5;FT
Amy Shelton;Wanita;NA;Bekerja;NA;2009;Jakarta;UKM_2;Tidak;6,5;FT
Amy Simpson;Wanita;Orang Tua;Bekerja;NA;2009;Bekasi;UKM_3;Tidak;6;FIKOM
Amy Underhill;Pria;NA;Bekerja;NA;2009;Jakarta;UKM_2;Tidak;6;DKV
Amy Wilkinson;Pria;Kos;Belum;Orang Tua;2007;Jakarta;UKM_1;Ya;7;FISIP
Anabel Ashwell;Pria;Kos;Belum;NA;2008;Tangerang;UKM_3;Ya;5,5;DKV
Anabel Barrett;Pria;Orang Tua;Bekerja;NA;2009;Jakarta;Tidak;Ya;5;FT
Anabel Booth;Pria;NA;Bekerja;Beasiswa;2007;Tangerang;UKM_1;Tidak;5;FIKOM
Anabel Bryant;Wanita;NA;Belum;NA;2009;Jakarta;UKM_4;Tidak;7;FTI
Anabel Daniells;Wanita;Orang Tua;Belum;Orang Tua;2007;Karawang;UKM_3;Tidak;6,5;FTI
Anabel Harvey;Pria;NA;Belum;Orang Tua;2007;Karawang;UKM_4;Tidak;5;FIKOM
Anabel Khan;Wanita;Kos;Bekerja;NA;2009;Bogor;UKM_4;Tidak;4;FTI
Anabel Maxwell;Pria;Kos;Belum;NA;2007;Tangerang;UKM_1;Tidak;4;FISIP
Anabel Reid;Pria;Kos;Bekerja;NA;2007;Karawang;Tidak;Tidak;4,5;DKV
Anabel Richards;Wanita;NA;Belum;Beasiswa;2008;Serang;UKM_4;Ya;6;DKV
Anabel Tyler;Pria;Kos;Belum;NA;2009;Tangerang;UKM_3;Tidak;6;FT
Anabel Waterson;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_3;Tidak;5,5;FT
Anabel Wellington;Pria;NA;Bekerja;NA;2007;Jakarta;UKM_1;Tidak;5;FISIP
Anabel West;Wanita;Kos;Bekerja;NA;2009;Tangerang;UKM_1;Ya;4,5;FTI
Anabel Wilson;Pria;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_3;Ya;5;FIKOM
Anabelle Andersson;Pria;NA;Belum;NA;2009;Bekasi;Tidak;Ya;7;DKV
Anabelle Ballard;Pria;Kos;Belum;Orang Tua;2009;Bogor;UKM_1;Ya;4;FTI
Anabelle Bryson;Pria;Kos;Bekerja;NA;2009;Jakarta;UKM_1;Ya;5,5;DKV
Anabelle Butler;Wanita;Kos;Belum;NA;2009;Tangerang;UKM_4;Tidak;4,5;FIKOM
Anabelle Davies;Pria;Kos;Belum;Orang Tua;2008;Bekasi;UKM_2;Tidak;4,5;FT
Anabelle Emerson;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_2;Ya;5,5;FIKOM
Anabelle Garner;Wanita;NA;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;6;DKV
Anabelle Hammond;Wanita;NA;Belum;NA;2007;Tangerang;UKM_2;Ya;6;FT
Anabelle Holmes;Wanita;NA;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;4;FTI
Anabelle Kennedy;Pria;Kos;Belum;Orang Tua;2008;Jakarta;UKM_1;Tidak;6;FISIP
Anabelle Kirby;Wanita;Orang Tua;Belum;Orang Tua;2009;Karawang;Tidak;Ya;5;FT
Anabelle Lewis;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_3;Tidak;5,5;FTI
Anabelle Lindsay;Pria;Orang Tua;Belum;NA;2009;Serang;UKM_2;Ya;6;FISIP
Anabelle Myatt;Wanita;NA;Belum;Orang Tua;2007;Serang;UKM_2;Tidak;4;FISIP
Anabelle Plumb;Pria;Kos;Bekerja;NA;2008;Serang;UKM_2;Ya;6,5;FISIP
Anabelle Reid;Wanita;NA;Belum;Beasiswa;2009;Tangerang;UKM_4;Tidak;3,5;FIKOM
Anabelle Rodwell;Pria;NA;Belum;Orang Tua;2007;Tangerang;UKM_2;Tidak;5,5;DKV
Anabelle Rowlands;Pria;NA;Belum;Beasiswa;2009;Karawang;UKM_1;Tidak;7;FIKOM
Anabelle Stark;Pria;NA;Belum;Orang Tua;2009;Jakarta;UKM_3;Tidak;5,5;DKV
Anabelle Stevens;Pria;NA;Bekerja;NA;2008;Bogor;UKM_1;Tidak;6;FT
Anabelle Tutton;Pria;NA;Belum;Orang Tua;2007;Karawang;UKM_4;Ya;6,5;FIKOM
Anabelle Walsh;Pria;Orang Tua;Bekerja;NA;2007;Bogor;UKM_4;Tidak;6;DKV
Anabelle Watson;Pria;NA;Belum;NA;2007;Tangerang;UKM_1;Ya;5;FT
Anabelle Wilde;Pria;NA;Bekerja;NA;2008;Tangerang;UKM_1;Tidak;6;FT
